user_a,user_b,book_id,passage_id,interp_a,interp_b,similarity,label,relationship,resonance_score,conversion_score,divergence_score,confidence
user_emma_chen_fd5e3def,user_marcus_williams_339afcfc,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","Poor guy can't even move to town without everyone planning his wedding. Don't even ask what he wants.

The families have already divided him up. Claimed him. Based on nothing except money.

Reminds me of how we project onto people. Decide who they are before knowing them.",0.4377029836177826,1,conversion,0.17508119344711304,0.4377029836177826,0.2811484932899475,0.4377029836177826
user_emma_chen_fd5e3def,user_sophia_patel_b718a519,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","Opening with something grand--universal truth--then it's just neighborhood gossip. That's funny.

They don't know this man. Say so explicitly. Then make absolute claims about what he wants. The contradiction is right there in one sentence.

He's property now apparently. Because he has money. That's darker than I expected for a romance.",0.4526735544204712,1,conversion,0.18106941878795624,0.4526735544204712,0.2736632227897644,0.4526735544204712
user_emma_chen_fd5e3def,user_david_kim_0fc0d574,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","Austen starts with a false premise everyone accepts. That's her whole point. We build social reality on convenient lies.

The man's inner life is unknown. Doesn't matter. They've already scripted his role. He exists to fulfill their needs, not his own.

Calling him property is brutal honesty. Marriage was economic transaction. Women needed financial security. Rich men were scarce resources. Austen's not romanticizing it. She's documenting the market forces.

Question is: can love exist within those constrai",0.7071349620819092,0,resonant,0.7071349620819092,0.1757190227508545,0.11714601516723633,0.7071349620819092
user_emma_chen_fd5e3def,user_aisha_thompson_d4d810ea,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","Love the formal opening then it's immediately about money and marriage schemes.

They're already claiming him. Don't even know if he wants to get married. Just decided for him.

Cold but also kinda realistic about how it actually worked?",0.4387674629688263,1,conversion,0.17550699412822723,0.4387674927711487,0.28061625361442566,0.4387674927711487
user_emma_chen_fd5e3def,user_ryan_oconnor_626bbc4a,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","Rich guy shows up, everyone wants their daughters to marry him. Pretty straightforward. That's the whole setup basically.",0.5209568738937378,0,resonant,0.5209569334983826,0.28742584586143494,0.1916172355413437,0.5209569334983826
user_emma_chen_fd5e3def,user_isabella_rodriguez_5f689933,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","They're admitting they don't know him while simultaneously claiming to know what he wants. That's classic projection--attributing your needs to someone else.

The families need him to want marriage. So they decide he does. Then enforce that decision as social fact. Truth by repetition, not evidence.

Calling him property is dehumanizing language. Reduces person to function. To resource. That's what happens in systems where survival depends on transactions. People become commodities.

Austen's diagnosing soc",0.6327523589134216,0,resonant,0.6327523589134216,0.22034859657287598,0.1468990594148636,0.6327523589134216
user_emma_chen_fd5e3def,user_jake_morrison_8bc232e8,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","They're deciding what he wants without asking. Classic assumption problem.

Guy is wealthy therefore must want wife. That's not how desire works. But it's how markets work. Supply and demand.

Treated as property because he's rich. Everyone's trying to claim him. Transactional.",0.6326877474784851,0,resonant,0.6326877474784851,0.22038735449314117,0.14692489802837372,0.6326877474784851
user_emma_chen_fd5e3def,user_maya_singh_9e7f0000,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","Austen opens with mock-serious tone. Sounds like philosophical treatise, then it's gossip.

The families admit not knowing him. Then assert truth about him. That gap--between acknowledged ignorance and claimed certainty--is where irony lives.

""Rightful property"" reverses usual gender dynamics. Women hunting, man as prey. Subversive for 1813.

What community believes becomes truth regardless of individual reality. Social scripts overriding personal desire. That's Austen's whole project--showing the machiner",0.600401759147644,0,resonant,0.600401759147644,0.2397589534521103,0.15983930230140686,0.600401759147644
user_emma_chen_fd5e3def,user_ethan_brooks_06e8fc36,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","Narrator's voice establishes itself immediately. Formal, grand, then undercuts with petty subject matter. That's the tone.

They don't know him, already scripted his purpose. That contradiction drives the plot. If they knew his actual feelings, no story.

Strong opening. Sets up conflict between what society expects and what individuals want.",0.29247987270355225,2,divergent,0.05849597975611687,0.11699195951223373,0.7075201272964478,0.7075201272964478
user_emma_chen_fd5e3def,user_olivia_martinez_ada8937e,gutenberg_1342,gutenberg_1342_passage_1,"Why does everyone assume wealthy equals wanting marriage? That's a correlation they're treating as causation. One variable (fortune) predicting complex human desire (marriage). Terrible methodology.

They admit not knowing his views then claim certainty anyway. That logical gap is everything. Social assumptions override individual reality.

Interesting that Austen opens with this instead of romance. Setting up the economics first. Honest.","Everyone's decided this rich guy must want a wife. Doesn't matter what he actually thinks. They need him to want marriage so they're making it true.

Families already competing for him. Before meeting him. That's aggressive.",0.583380937576294,0,resonant,0.5833809971809387,0.249971404671669,0.16664759814739227,0.5833809971809387
